SrNo,College_Code,Institue_Name,Address,Email,District,Principal_Name,Office_No,Personal_No,TPO_Name,Autonomy_Status,Year_of_Establishment
291,6782,"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj","At Shankar Nagar, Akluj, Post Yashwant Nagar, Dist. Solapur",smpcht@gmail.com,Solapur,Dr. Indrajit Nivasrao Yadav,223548,223548,Ms. Magar Megha Abhaysingh,Non-Autonomous,2011
292,6786,"Dr. D. Y. Patil School of Engineering & Technology, Charholi(Bk), Via Lohgaon, Pune","Dr. D Y Patil Knowledge City, Charholi(Bk), Via-Lohgaon, Pune 412105",principalsoet@dypic.in,Pune,Dr. Nagesh Shelke,2067077931,2067077931,Mr. Vidyanand Mankar,Non-Autonomous,2011
293,6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi","S.No 124,126 At/Post Ambi, Talegaon Dhabade, Taluka-Maval, Dist Pune Talegaon Dabhade, Tal. Maval Dist. Pune 410506",ddypea@gmail.com,Pune,Dr. Rajesh Kherde,306230,306230,shri. B. S. Gaikwad,Non-Autonomous,2011
294,6795,"Shri.Someshwar Shikshan Prasarak Mandals, Someshwar Engineering College, Someshwar Nagar","Gat No. 53, Waghalwadi, Post Someshwar nagar, Tal. Baramati, Dist. Pune.",ajay.deshmukh@rediffmail.com,Pune,Dr Ajay V. Deshmukh,2112283,283185,mr. Mohite S.R.,Non-Autonomous,2012
295,6797,"Dnyanshree Institute Engineering and Technology, Satara","A/p Sonvadi-Gajvadi, Sajjangad Road, Tal Satara, Dist. Satara.",rwmct.satara@gmail.com,Satara,Dr.AJAY DADASAHEB JADHAV,206563,206566,Mr. Gosavi P.M.,Non-Autonomous,2012
296,6802,"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune","Sector 29, PCNTDA, Pradhikaran, Akurdi, Pune",principal.dypiemr@gmail.com,Pune,Dr.Anupama V.Patil,27656566,27654470,Mr.Y K Patil,Non-Autonomous,2012
297,6803,"Sant Gajanan Maharaj College of Engineering, Gadhinglaj","Site Chinchewadi, Tal.GAdhinglaj, Dist. Kolhapur.",sgmcoe@gmail.com,Kolhapur,Dr. Sanjay Hari Sawant,275581,275581,Desai Rahul Shivajirao,Non-Autonomous,2012
298,6808,"Keystone School of Engineering, Pune","Sr.No.305/7, 306, 307/5 & 308/21 Urli Devachi, Pune",prashantkasabe@gmail.com,Pune,Dr. P. M. GHANEGAONKAR,64003400,64003200,Prashant Kasabe,Non-Autonomous,2012
299,6815,"Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala","Gat No. 685, Mouje-Waksai, Tah- Maval, Dist Pune.",vpscet@gmail.com,Pune,Dr. S.B.Padwal,246002,246002,Deepak. D. Gosavi,Non-Autonomous,2013
300,6816,"Shri Chimasaheb jagdale Institute of Technology, Narsobawadi, Tal.Shirol, Kolhapur","ATPOST NARSOBAWADI TAL. SHIROL, Dist KOLHAPUR",scjiot@gmail.com,Kolhapur,PROF. ARUN G. PURANIK,270571,270571,MR.SANJAY N.RAJPUT,Non-Autonomous,2013
301,6817,"Suhas Institute of technology, Javjibuvachiwadi, Post Kasurdi, Daud","GAT NO. 254, JAVJIBUVACHIWADI, POST: KASURDI, TALUKA - DAUND,",suhaspoly@gmail.com,Pune,MRS.PATIL R.A,287071,99231567,Mr. Pandagale K.V,Non-Autonomous,2013
302,6822,"Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet","Survey No.10, Laxmi Nagar, Ravet Plot No. B of 110(z), 110(s), Haveli, Pune",pccoer.ravet@gmail.com,Pune,Prof. Dr. Harish U. Tiwari,8237238080,7744898844,Mr. Prakash Yeole,Non-Autonomous,2014
303,6839,"Dr. D Y Patil Pratishthan's College of Engineering, Kolhapur","R.S.No.865, A-Ward Salunke Nagar, Kolhapur",dype472.ec@unishivaji.ac.in,Kolhapur,DR. VISHWESHWAR P. KALLIMANI,2320914,9823152996,Mr.Suyog Vilas Tate -Patil,Non-Autonomous,2014
304,6881,"Army Institute of Technology, Pune","Pune-Alandi Road, Dighi Hills, Pune",ait@aitune.edu.in,Pune,Dr. B. P. Patil,7249250184,7249250185,R. P. Ambike,Non-Autonomous,1994
